city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Tokyo,Tokyo,35.685,139.7514,Japan,JP,JPN,Tōkyō,primary,35676000,1392685764
Mumbai,Mumbai,19.017,72.857,India,IN,IND,Mahārāshtra,admin,18978000,1356226629
Delhi,Delhi,28.67,77.23,India,IN,IND,Delhi,admin,15926000,1356872604
Shanghai,Shanghai,31.2165,121.4365,China,CN,CHN,Shanghai,admin,14987000,1156073548
Kolkata,Kolkata,22.495,88.3247,India,IN,IND,West Bengal,admin,14787000,1356060520
Dhaka,Dhaka,23.7231,90.4086,Bangladesh,BD,BGD,Dhaka,primary,12797394,1050529279
Karachi,Karachi,24.87,66.99,Pakistan,PK,PAK,Sindh,admin,12130000,1586129469
Ōsaka,Osaka,34.75,135.4601,Japan,JP,JPN,Ōsaka,admin,11294000,1392419823
Beijing,Beijing,39.9289,116.3883,China,CN,CHN,Beijing,primary,11106000,1156228865
Manila,Manila,14.6042,120.9822,Philippines,PH,PHL,Manila,primary,11100000,1608618140
Seoul,Seoul,37.5663,126.9997,"Korea, South",KR,KOR,Seoul,primary,9796000,1410836482
Jakarta,Jakarta,-6.1744,106.8294,Indonesia,ID,IDN,Jakarta,primary,9125000,1360771077
Guangzhou,Guangzhou,23.145,113.325,China,CN,CHN,Guangdong,admin,8829000,1156237133
Shenzhen,Shenzhen,22.5524,114.1221,China,CN,CHN,Guangdong,minor,7581000,1156158707
Wuhan,Wuhan,30.58,114.27,China,CN,CHN,Hubei,admin,7243000,1156117184
Hong Kong,Hong Kong,22.305,114.185,Hong Kong,HK,HKG,,,7206000,1344982653
Tianjin,Tianjin,39.13,117.2,China,CN,CHN,Tianjin,admin,7180000,1156174046
Chennai,Chennai,13.09,80.28,India,IN,IND,Tamil Nādu ,admin,7163000,1356374944
Taipei,Taipei,25.0358,121.5683,Taiwan,TW,TWN,Taipei,primary,6900273,1158881289
Bengalūru,Bengaluru,12.97,77.56,India,IN,IND,Karnātaka,admin,6787000,1356410365
Bangkok,Bangkok,13.75,100.5166,Thailand,TH,THA,Krung Thep Maha Nakhon,primary,6704000,1764068610
Lahore,Lahore,31.56,74.35,Pakistan,PK,PAK,Punjab,admin,6577000,1586801463
Chongqing,Chongqing,29.565,106.595,China,CN,CHN,Chongqing,admin,6461000,1156936556
Hyderabad,Hyderabad,17.4,78.48,India,IN,IND,Telangana,admin,6376000,1356871768
Ahmadābād,Ahmadabad,23.0301,72.58,India,IN,IND,Gujarāt,minor,5375000,1356304381
Ho Chi Minh City,Ho Chi Minh City,10.78,106.695,Vietnam,VN,VNM,Hồ Chí Minh,admin,5314000,1704774326
Singapore,Singapore,1.293,103.8558,Singapore,SG,SGP,,primary,5183700,1702341327
Hāora,Haora,22.5804,88.3299,India,IN,IND,West Bengal,,4841638,1356986516
Shenyang,Shenyang,41.805,123.45,China,CN,CHN,Liaoning,admin,4787000,1156309382
Pune,Pune,18.53,73.85,India,IN,IND,Mahārāshtra,,4672000,1356081074
Chittagong,Chittagong,22.33,91.8,Bangladesh,BD,BGD,Chittagong,admin,4529000,1050830722
Dongguan,Dongguan,23.0489,113.7447,China,CN,CHN,Guangdong,minor,4528000,1156478242
Hanoi,Hanoi,21.0333,105.85,Vietnam,VN,VNM,Hà Nội,primary,4378000,1704413791
Chengdu,Chengdu,30.67,104.07,China,CN,CHN,Sichuan,admin,4123000,1156421555
Rangoon,Rangoon,16.7834,96.1667,Burma,MM,MMR,Yangon,primary,4088000,1104616656
Xi’an,Xi'an,34.275,108.895,China,CN,CHN,Shaanxi,admin,4009000,1156244079
Sūrat,Surat,21.2,72.84,India,IN,IND,Gujarāt,,3842000,1356758738
Hechi,Hechi,23.0965,109.6091,China,CN,CHN,Guangxi,,3830000,1156868701
Yokohama,Yokohama,35.32,139.58,Japan,JP,JPN,Kanagawa,admin,3697894,1392118339
Nanjing,Nanjing,32.05,118.78,China,CN,CHN,Jiangsu,admin,3679000,1156644065
Guiyang,Guiyang,26.58,106.72,China,CN,CHN,Guizhou,admin,3662000,1156932620
Harbin,Harbin,45.75,126.65,China,CN,CHN,Heilongjiang,admin,3621000,1156241528
Zhangzhou,Zhangzhou,24.5204,117.67,China,CN,CHN,Fujian,minor,3531147,1156241637
Busan,Busan,35.0951,129.01,"Korea, South",KR,KOR,Busan,admin,3480000,1410601465
Nagoya,Nagoya,35.155,136.915,Japan,JP,JPN,Aichi,admin,3230000,1392407472
Changchun,Changchun,43.865,125.34,China,CN,CHN,Jilin,admin,3183000,1156078103
Dalian,Dalian,38.9228,121.6298,China,CN,CHN,Liaoning,,3167000,1156175472
Cawnpore,Cawnpore,26.46,80.32,India,IN,IND,Uttar Pradesh,,3162000,1356575238
Zibo,Zibo,36.8,118.05,China,CN,CHN,Shandong,,3061000,1156381094
Hangzhou,Hangzhou,30.25,120.17,China,CN,CHN,Zhejiang,admin,3007000,1156275243
Kunming,Kunming,25.07,102.68,China,CN,CHN,Yunnan,admin,2931000,1156477539
Jaipur,Jaipur,26.9211,75.81,India,IN,IND,Rājasthān,admin,2917000,1356293537
Taiyuan,Taiyuan,37.875,112.5451,China,CN,CHN,Shanxi,admin,2913000,1156632014
Qingdao,Qingdao,36.09,120.33,China,CN,CHN,Shandong,minor,2866000,1156112588
Surabaya,Surabaya,-7.2492,112.7508,Indonesia,ID,IDN,Jawa Timur,admin,2845000,1360484663
Jinan,Jinan,36.675,116.995,China,CN,CHN,Shandong,admin,2798000,1156972469
Fukuoka,Fukuoka,33.595,130.41,Japan,JP,JPN,Fukuoka,admin,2792000,1392576294
Kaohsiung,Kaohsiung,22.6333,120.2666,Taiwan,TW,TWN,Kaohsiung,admin,2769072,1158331334
Quezon City,Quezon City,14.6504,121.03,Philippines,PH,PHL,Quezon,admin,2761720,1608974097
Lucknow,Lucknow,26.855,80.915,India,IN,IND,Uttar Pradesh,admin,2695000,1356891790
Zhengzhou,Zhengzhou,34.755,113.6651,China,CN,CHN,Henan,admin,2636000,1156183137
Taichung,Taichung,24.1521,120.6817,Taiwan,TW,TWN,Taichung,admin,2629323,1158689622
Faisalabad,Faisalabad,31.41,73.11,Pakistan,PK,PAK,Punjab,minor,2617000,1586323916
Fuzhou,Fuzhou,26.08,119.3,China,CN,CHN,Fujian,admin,2606000,1156188037
Changsha,Changsha,28.2,112.97,China,CN,CHN,Hunan,admin,2604000,1156961497
Xiangtan,Xiangtan,27.8504,112.9,China,CN,CHN,Hunan,,2586948,1156195684
Lanzhou,Lanzhou,36.056,103.792,China,CN,CHN,Gansu,admin,2561000,1156280566
Incheon,Incheon,37.4761,126.6422,"Korea, South",KR,KOR,Incheon,admin,2550000,1410160313
Sapporo,Sapporo,43.075,141.34,Japan,JP,JPN,Hokkaidō,admin,2544000,1392000195
Xiamen,Xiamen,24.45,118.08,China,CN,CHN,Fujian,minor,2519000,1156212809
George Town,George Town,5.4136,100.3294,Malaysia,MY,MYS,Pulau Pinang,admin,2500000,1458236750
Daegu,Daegu,35.8668,128.607,"Korea, South",KR,KOR,Daegu,admin,2460000,1410095252
Nāgpur,Nagpur,21.17,79.09,India,IN,IND,Mahārāshtra,,2454000,1356365743
Lianshan,Lianshan,40.7503,120.83,China,CN,CHN,Liaoning,minor,2426000,1156046704
Shijiazhuang,Shijiazhuang,38.05,114.48,China,CN,CHN,Hebei,admin,2417000,1156217541
Jilin,Jilin,43.85,126.55,China,CN,CHN,Jilin,,2396000,1156646448
Bandung,Bandung,-6.95,107.57,Indonesia,ID,IDN,Jawa Barat,admin,2394000,1360313023
Bekasi,Bekasi,-6.2173,106.9723,Indonesia,ID,IDN,Jawa Barat,,2378211,1360006015
Nanchang,Nanchang,28.68,115.88,China,CN,CHN,Jiangxi,admin,2350000,1156198892
Wenzhou,Wenzhou,28.02,120.6501,China,CN,CHN,Zhejiang,,2350000,1156188829
Sendai,Sendai,38.2871,141.0217,Japan,JP,JPN,Miyagi,admin,2250000,1392457903
Gaoping,Gaoping,30.7804,106.13,China,CN,CHN,Sichuan,minor,2174000,1156522457
Nanning,Nanning,22.82,108.32,China,CN,CHN,Guangxi,admin,2167000,1156605439
Patna,Patna,25.625,85.13,India,IN,IND,Bihār,admin,2158000,1356821429
Ürümqi,Urumqi,43.805,87.575,China,CN,CHN,Xinjiang,admin,2151000,1156051276
Zaozhuang,Zaozhuang,34.88,117.57,China,CN,CHN,Shandong,,2145000,1156796454
Yantai,Yantai,37.5304,121.4,China,CN,CHN,Shandong,,2116000,1156932948
Medan,Medan,3.58,98.65,Indonesia,ID,IDN,Sumatera Utara,admin,2115000,1360543171
Tongshan,Tongshan,34.28,117.18,China,CN,CHN,Jiangsu,minor,2091000,1156241678
Linyi,Linyi,35.08,118.33,China,CN,CHN,Shandong,,2082000,1156086320
Haikou,Haikou,20.05,110.32,China,CN,CHN,Hainan,admin,2046189,1156183327
Hiroshima,Hiroshima,34.3878,132.4429,Japan,JP,JPN,Hiroshima,admin,2045000,1392373695
Baotou,Baotou,40.6522,109.822,China,CN,CHN,Inner Mongolia,,2036000,1156032751
Hefei,Hefei,31.85,117.28,China,CN,CHN,Anhui,admin,2035000,1156332710
Indore,Indore,22.7151,75.865,India,IN,IND,Madhya Pradesh,,2026000,1356402812
Haiphong,Haiphong,20.83,106.6801,Vietnam,VN,VNM,Hải Phòng,admin,1969000,1704000623
Suzhou,Suzhou,33.6361,116.9789,China,CN,CHN,Anhui,,1964000,1156871297
Nanyang,Nanyang,33.0004,112.53,China,CN,CHN,Henan,,1944000,1156192287
Ningbo,Ningbo,29.88,121.55,China,CN,CHN,Zhejiang,minor,1923000,1156170787
Tangshan,Tangshan,39.6243,118.1944,China,CN,CHN,Hebei,,1879000,1156904299
Tainan,Tainan,23,120.2,Taiwan,TW,TWN,Tainan,admin,1876312,1158061376
Xiping,Xiping,40.08,113.3,China,CN,CHN,Shanxi,minor,1873000,1156898522
Saidu Sharif,Saidu Sharif,34.75,72.35,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,1860310,1586619596
Rawalpindi,Rawalpindi,33.6,73.04,Pakistan,PK,PAK,Punjab,minor,1858000,1586344001
Kyōto,Kyoto,35.03,135.75,Japan,JP,JPN,Kyōto,admin,1805000,1392622735
Shuyangzha,Shuyangzha,34.1299,118.7734,China,CN,CHN,Jiangsu,,1770000,1156051957
Vadodara,Vadodara,22.31,73.18,India,IN,IND,Gujarāt,,1756000,1356705249
Shangqiu,Shangqiu,34.4504,115.65,China,CN,CHN,Henan,,1753000,1156805441
Wuxi,Wuxi,31.58,120.3,China,CN,CHN,Jiangsu,minor,1749000,1156019650
Palembang,Palembang,-2.98,104.75,Indonesia,ID,IDN,Sumatera Selatan,admin,1749000,1360902897
Bhopal,Bhopal,23.25,77.41,India,IN,IND,Madhya Pradesh,admin,1727000,1356734039
Hohhot,Hohhot,40.82,111.66,China,CN,CHN,Inner Mongolia,admin,1726000,1156210167
Luoyang,Luoyang,34.68,112.4701,China,CN,CHN,Henan,,1715000,1156069315
Jingling,Jingling,30.6501,113.16,China,CN,CHN,Hubei,,1708000,1156060544
Coimbatore,Coimbatore,11,76.95,India,IN,IND,Tamil Nādu ,,1696000,1356999503
Daqing,Daqing,46.58,125,China,CN,CHN,Heilongjiang,,1693000,1156403962
Lu’an,Lu'an,31.7503,116.48,China,CN,CHN,Anhui,minor,1690000,1156499624
Sanzhou,Sanzhou,30.82,108.4,China,CN,CHN,Chongqing,,1680000,1156025536
Suzhou,Suzhou,31.3005,120.62,China,CN,CHN,Jiangsu,minor,1650000,1156029196
Ludhiāna,Ludhiana,30.9278,75.8723,India,IN,IND,Punjab,,1649000,1356929498
Qiqihar,Qiqihar,47.345,123.99,China,CN,CHN,Heilongjiang,minor,1641000,1156775905
Anshan,Anshan,41.115,122.94,China,CN,CHN,Liaoning,,1639000,1156901825
Zhongli,Zhongli,24.965,121.2168,Taiwan,TW,TWN,Taoyuan,,1632616,1158025380
Handan,Handan,36.58,114.48,China,CN,CHN,Hebei,,1631000,1156957080
Tai’an,Tai'an,36.2,117.1201,China,CN,CHN,Shandong,,1629000,1156095188
Shantou,Shantou,23.37,116.67,China,CN,CHN,Guangdong,minor,1601000,1156457499
Āgra,Agra,27.1704,78.015,India,IN,IND,Uttar Pradesh,,1592000,1356187395
Zhanjiang,Zhanjiang,21.2,110.38,China,CN,CHN,Guangdong,minor,1590000,1156502170
Kalyān,Kalyan,19.2502,73.1602,India,IN,IND,Mahārāshtra,,1576614,1356172246
Xiantao,Xiantao,30.3704,113.44,China,CN,CHN,Hubei,,1556000,1156216927
Khulna,Khulna,22.84,89.56,Bangladesh,BD,BGD,Khulna,admin,1553000,1050667339
Weifang,Weifang,36.7204,119.1001,China,CN,CHN,Shandong,,1553000,1156912965
Xinyang,Xinyang,32.1304,114.07,China,CN,CHN,Henan,,1541000,1156273453
Luzhou,Luzhou,28.88,105.38,China,CN,CHN,Sichuan,minor,1537000,1156582079
Vishākhapatnam,Vishakhapatnam,17.73,83.305,India,IN,IND,Andhra Pradesh,,1529000,1356692563
Kōbe,Kobe,34.68,135.17,Japan,JP,JPN,Hyōgo,admin,1528478,1392978082
Multan,Multan,30.2,71.455,Pakistan,PK,PAK,Punjab,minor,1522000,1586256291
Kochi,Kochi,10.015,76.2239,India,IN,IND,Kerala,,1519000,1356707865
Gujranwala,Gujranwala,32.1604,74.185,Pakistan,PK,PAK,Punjab,minor,1513000,1586400472
Ganzhou,Ganzhou,25.92,114.95,China,CN,CHN,Jiangxi,minor,1500000,1156832475
Liuzhou,Liuzhou,24.28,109.25,China,CN,CHN,Guangxi,minor,1497000,1156360785
Nāsik,Nasik,20.0004,73.78,India,IN,IND,Mahārāshtra,,1473000,1356562598
Fushun,Fushun,41.8654,123.87,China,CN,CHN,Liaoning,,1470000,1156857743
Changde,Changde,29.03,111.68,China,CN,CHN,Hunan,minor,1469000,1156449091
Daejeon,Daejeon,36.3355,127.425,"Korea, South",KR,KOR,Daejeon,admin,1468000,1410993875
Phnom Penh,Phnom Penh,11.55,104.9166,Cambodia,KH,KHM,Phnom Penh,primary,1466000,1116260534
Neijiang,Neijiang,29.5804,105.05,China,CN,CHN,Sichuan,minor,1466000,1156516335
Quanzhou,Quanzhou,24.9,118.58,China,CN,CHN,Fujian,minor,1463000,1156829655
Hyderabad City,Hyderabad City,25.38,68.375,Pakistan,PK,PAK,Sindh,,1459000,1586427790
Huainan,Huainan,32.63,116.98,China,CN,CHN,Anhui,,1451000,1156877299
Kuala Lumpur,Kuala Lumpur,3.1667,101.7,Malaysia,MY,MYS,Kuala Lumpur ,primary,1448000,1458988644
Gwangju,Gwangju,35.171,126.9104,"Korea, South",KR,KOR,Gwangju,admin,1440000,1410000087
Kawanakajima,Kawanakajima,35.53,139.705,Japan,JP,JPN,Kanagawa,,1437266,1392879600
Suining,Suining,30.5333,105.5333,China,CN,CHN,Sichuan,minor,1425000,1156655650
Davao,Davao,7.11,125.63,Philippines,PH,PHL,Davao,admin,1402000,1608906877
Meerut,Meerut,29.0004,77.7,India,IN,IND,Uttar Pradesh,,1398000,1356390476
Mianyang,Mianyang,31.47,104.77,China,CN,CHN,Sichuan,minor,1396000,1156417758
Semarang,Semarang,-6.9666,110.42,Indonesia,ID,IDN,Jawa Tengah,admin,1396000,1360745537
Farīdābād,Faridabad,28.4333,77.3167,India,IN,IND,Haryāna,,1394000,1356013205
Ma’anshan,Ma'anshan,31.7304,118.48,China,CN,CHN,Anhui,minor,1366302,1156847452
Yiyang,Yiyang,28.6004,112.33,China,CN,CHN,Hunan,,1352000,1156218615
Vārānasi,Varanasi,25.33,83,India,IN,IND,Uttar Pradesh,,1352000,1356145782
Ghāziābād,Ghaziabad,28.6604,77.4084,India,IN,IND,Uttar Pradesh,,1341000,1356691871
Heze,Heze,35.23,115.45,China,CN,CHN,Shandong,minor,1338000,1156225008
Āsansol,Asansol,23.6833,86.9833,India,IN,IND,West Bengal,,1328000,1356093694
Changzhou,Changzhou,31.78,119.97,China,CN,CHN,Jiangsu,minor,1327000,1156185511
Peshawar,Peshawar,34.005,71.535,Pakistan,PK,PAK,Khyber Pakhtunkhwa,admin,1303000,1586851102
Mandalay,Mandalay,21.97,96.085,Burma,MM,MMR,Mandalay,admin,1300000,1104468217
Jamshedpur,Jamshedpur,22.7875,86.1975,India,IN,IND,Jharkhand,,1300000,1356501259
Madura,Madura,9.92,78.12,India,IN,IND,Tamil Nādu ,,1294000,1356257289
Jabalpur,Jabalpur,23.1751,79.9551,India,IN,IND,Madhya Pradesh,,1285000,1356115460
Chifeng,Chifeng,42.27,118.95,China,CN,CHN,Inner Mongolia,minor,1277000,1156277458
Huaiyin,Huaiyin,33.58,119.03,China,CN,CHN,Jiangsu,,1264000,1156662372
Makassar,Makassar,-5.14,119.432,Indonesia,ID,IDN,Sulawesi Selatan,admin,1262000,1360051337
Rājkot,Rajkot,22.31,70.8,India,IN,IND,Gujarāt,,1260000,1356317190
Dhanbād,Dhanbad,23.8004,86.42,India,IN,IND,Jharkhand,,1246000,1356103392
Mudanjiang,Mudanjiang,44.575,129.59,China,CN,CHN,Heilongjiang,minor,1244000,1156249698
Huzhou,Huzhou,30.8704,120.1,China,CN,CHN,Zhejiang,minor,1231000,1156335543
Beidao,Beidao,34.6,105.92,China,CN,CHN,Gansu,minor,1225000,1156137209
Shuangshui,Shuangshui,26.5944,104.8333,China,CN,CHN,Guizhou,,1221000,1156070389
Gaozhou,Gaozhou,21.9204,110.87,China,CN,CHN,Guangdong,,1217715,1156785303
Amritsar,Amritsar,31.64,74.87,India,IN,IND,Punjab,,1212000,1356926507
Warangal,Warangal,18.01,79.58,India,IN,IND,Telangana,,1203853,1356851618
Allahābād,Allahabad,25.455,81.84,India,IN,IND,Uttar Pradesh,,1201000,1356718332
Jining,Jining,35.4004,116.55,China,CN,CHN,Shandong,,1186000,1156504601
Abbottabad,Abbottabad,34.1495,73.1995,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,1183647,1586788758
Cilacap,Cilacap,-7.7188,109.0154,Indonesia,ID,IDN,Jawa Tengah,minor,1174964,1360503809
Leshan,Leshan,29.5671,103.7333,China,CN,CHN,Sichuan,,1157000,1156203130
Shangrao,Shangrao,28.4704,117.97,China,CN,CHN,Jiangxi,minor,1144577,1156405492
Srīnagar,Srinagar,34.1,74.815,India,IN,IND,Jammu and Kashmīr,admin,1140000,1356442950
Bezwāda,Bezwada,16.52,80.63,India,IN,IND,Andhra Pradesh,,1137000,1356807575
Yulin,Yulin,22.63,110.15,China,CN,CHN,Guangxi,,1127000,1156901312
Xianyang,Xianyang,34.3456,108.7147,China,CN,CHN,Shaanxi,minor,1126000,1156120117
Cagayan de Oro,Cagayan de Oro,8.4508,124.6853,Philippines,PH,PHL,Cagayan de Oro,admin,1121561,1608831546
Cần Thơ,Can Tho,10.05,105.77,Vietnam,VN,VNM,Cần Thơ,admin,1121000,1704783472
Aurangābād,Aurangabad,19.8957,75.3203,India,IN,IND,Mahārāshtra,,1113000,1356840670
Baoding,Baoding,38.8704,115.48,China,CN,CHN,Hebei,,1107000,1156256829
Zigong,Zigong,29.4,104.78,China,CN,CHN,Sichuan,,1105000,1156023354
Ankang,Ankang,32.68,109.02,China,CN,CHN,Shaanxi,,1100000,1156255711
Bhilai,Bhilai,21.2167,81.4333,India,IN,IND,Chhattīsgarh,,1097000,1356071083
Jinhua,Jinhua,29.12,119.65,China,CN,CHN,Zhejiang,minor,1092852,1156547188
Changwon,Changwon,35.2191,128.5836,"Korea, South",KR,KOR,Gyeongnam,admin,1081499,1410592618
Zhuzhou,Zhuzhou,27.83,113.15,China,CN,CHN,Hunan,minor,1080000,1156041962
Suwon,Suwon,37.2578,127.0109,"Korea, South",KR,KOR,Gyeonggi,admin,1078000,1410679777
Xiangyang,Xiangyang,32.02,112.13,China,CN,CHN,Hubei,minor,1069000,1156107325
Ulsan,Ulsan,35.5467,129.317,"Korea, South",KR,KOR,Ulsan,admin,1061000,1410134602
Mizhou,Mizhou,35.99,119.3801,China,CN,CHN,Shandong,minor,1060000,1156935002
Solāpur,Solapur,17.6704,75.9,India,IN,IND,Mahārāshtra,,1057000,1356314385
Xining,Xining,36.62,101.77,China,CN,CHN,Qinghai,admin,1048000,1156081448
Zhangjiakou,Zhangjiakou,40.83,114.93,China,CN,CHN,Hebei,,1046000,1156800221
Ranchi,Ranchi,23.37,85.33,India,IN,IND,Jharkhand,admin,1044000,1356110588
Zhuhai,Zhuhai,22.2769,113.5678,China,CN,CHN,Guangdong,minor,1023000,1156722242
Jiamusi,Jiamusi,46.83,130.35,China,CN,CHN,Heilongjiang,minor,1020000,1156350864
Hengyang,Hengyang,26.88,112.59,China,CN,CHN,Hunan,,1016000,1156696884
Benxi,Benxi,41.3304,123.75,China,CN,CHN,Liaoning,,1012000,1156097909
Qinhuangdao,Qinhuangdao,39.9304,119.62,China,CN,CHN,Hebei,,1003000,1156091093
Nay Pyi Taw,Nay Pyi Taw,19.7666,96.1186,Burma,MM,MMR,Nay Pyi Taw,primary,930000,1104838105
Kathmandu,Kathmandu,27.7167,85.3166,Nepal,NP,NPL,Bāgmatī,primary,895000,1524589448
Islamabad,Islamabad,33.7,73.1666,Pakistan,PK,PAK,Islāmābād,primary,780000,1586306717
New Delhi,New Delhi,28.6,77.2,India,IN,IND,Delhi,primary,317797,1356215164
Colombo,Colombo,6.932,79.8578,Sri Lanka,LK,LKA,Western,primary,217000,1144251314
Sri Jayewardenepura Kotte,Sri Jayewardenepura Kotte,6.9,79.95,Sri Lanka,LK,LKA,Western,primary,115826,1144239330
Yongzhou,Yongzhou,26.2304,111.62,China,CN,CHN,Hunan,,1000000,1156694479
Baoshan,Baoshan,25.12,99.15,China,CN,CHN,Yunnan,,1000000,1156546994
Quảng Hà,Quang Ha,16.06,108.25,Vietnam,VN,VNM,Quảng Nam,,1000000,1704966442
Kitaku,Kitaku,33.8704,130.82,Japan,JP,JPN,Fukuoka,,997536,1392129541
Jodhpur,Jodhpur,26.2918,73.0168,India,IN,IND,Rājasthān,,995000,1356727084
Yinchuan,Yinchuan,38.468,106.273,China,CN,CHN,Ningxia,admin,991000,1156359072
Jiaxing,Jiaxing,30.7704,120.75,China,CN,CHN,Zhejiang,minor,988000,1156491661
Guilin,Guilin,25.28,110.28,China,CN,CHN,Guangxi,minor,987000,1156235364
Guwāhāti,Guwahati,26.16,91.77,India,IN,IND,Assam,,983000,1356593800
Yichun,Yichun,27.8333,114.4,China,CN,CHN,Jiangxi,minor,982000,1156229590
Yangquan,Yangquan,37.87,113.57,China,CN,CHN,Shanxi,minor,981448,1156157844
Chandigarh,Chandigarh,30.72,76.78,India,IN,IND,Chandīgarh,admin,979000,1356739179
Gwalior,Gwalior,26.23,78.1801,India,IN,IND,Madhya Pradesh,,978000,1356363967
Hamamatsu,Hamamatsu,34.7181,137.7327,Japan,JP,JPN,Shizuoka,,977023,1392174500
Jixi,Jixi,45.3,130.97,China,CN,CHN,Heilongjiang,minor,965000,1156393765
Xin’an,Xin'an,34.38,118.35,China,CN,CHN,Jiangsu,,962656,1156236053
Pingxiang,Pingxiang,27.62,113.85,China,CN,CHN,Jiangxi,minor,961000,1156066465
Klang,Klang,3.0204,101.55,Malaysia,MY,MYS,Selangor,,956000,1458509635
Jinzhou,Jinzhou,41.1204,121.1,China,CN,CHN,Liaoning,,956000,1156157151
Thiruvananthapuram,Thiruvananthapuram,8.5,76.95,India,IN,IND,Kerala,admin,954000,1356024354
Calicut,Calicut,11.2504,75.77,India,IN,IND,Kerala,minor,953000,1356010401
Trichinopoly,Trichinopoly,10.81,78.69,India,IN,IND,Tamil Nādu ,,951000,1356884472
General Santos,General Santos,6.1108,125.1747,Philippines,PH,PHL,General Santos,admin,950530,1608171585
Huế,Hue,16.47,107.58,Vietnam,VN,VNM,Thừa Thiên-Huế,admin,950000,1704016023
Bacolod,Bacolod,10.6317,122.9817,Philippines,PH,PHL,Bacolod,admin,949354,1608244137
Nantong,Nantong,32.0304,120.825,China,CN,CHN,Jiangsu,minor,947000,1156045365
Foshan,Foshan,23.0301,113.12,China,CN,CHN,Guangdong,minor,943000,1156738403
Sŏngnam,Songnam,37.4386,127.1378,"Korea, South",KR,KOR,Gyeonggi,,942000,1410622472
Bogor,Bogor,-6.57,106.75,Indonesia,ID,IDN,Jawa Barat,,918000,1360771925
Huaibei,Huaibei,33.9504,116.75,China,CN,CHN,Anhui,,913000,1156142626
Xinyu,Xinyu,27.8,114.93,China,CN,CHN,Jiangxi,minor,913000,1156138735
Naha,Naha,26.2072,127.673,Japan,JP,JPN,Okinawa,admin,905238,1392583118
Goyang,Goyang,37.6527,126.8372,"Korea, South",KR,KOR,Gyeonggi,minor,903000,1410511255
Nangandao,Nangandao,35.3204,113.87,China,CN,CHN,Henan,minor,903000,1156127660
Yibin,Yibin,28.77,104.57,China,CN,CHN,Sichuan,minor,902000,1156107603
Bengbu,Bengbu,32.95,117.33,China,CN,CHN,Anhui,,894000,1156440668
Hubli,Hubli,15.36,75.125,India,IN,IND,Karnātaka,,890000,1356102365
Dengtalu,Dengtalu,36.08,114.35,China,CN,CHN,Henan,minor,887000,1156202014
Mysore,Mysore,12.31,76.66,India,IN,IND,Karnātaka,,887000,1356779323
Tongliao,Tongliao,43.62,122.27,China,CN,CHN,Inner Mongolia,minor,884000,1156358686
Johor Bahru,Johor Bahru,1.48,103.73,Malaysia,MY,MYS,Johor,admin,875000,1458747615
Raipur,Raipur,21.235,81.635,India,IN,IND,Chhattīsgarh,admin,875000,1356374983
Xiaoxita,Xiaoxita,30.7,111.28,China,CN,CHN,Hubei,minor,875000,1156764447
Salem,Salem,11.67,78.1801,India,IN,IND,Tamil Nādu ,,873000,1356567087
Yangjiang,Yangjiang,21.8504,111.97,China,CN,CHN,Guangdong,minor,872363,1156123172
Kaifeng Chengguanzhen,Kaifeng Chengguanzhen,34.85,114.35,China,CN,CHN,Henan,minor,872000,1156686574
Dandong,Dandong,40.1436,124.3936,China,CN,CHN,Liaoning,,870000,1156178316
Okayama,Okayama,34.672,133.9171,Japan,JP,JPN,Okayama,admin,866092,1392954750
Bucheon,Bucheon,37.4989,126.7831,"Korea, South",KR,KOR,Gyeonggi,minor,866000,1410428222
Xuanzhou,Xuanzhou,30.9525,118.7553,China,CN,CHN,Anhui,,866000,1156424311
Bandar Lampung,Bandar Lampung,-5.43,105.27,Indonesia,ID,IDN,Lampung,admin,865000,1360243491
Rizhao,Rizhao,35.4304,119.45,China,CN,CHN,Shandong,minor,865000,1156032841
Jiaozuo,Jiaozuo,35.25,113.22,China,CN,CHN,Henan,,857000,1156157854
Padang,Padang,-0.96,100.36,Indonesia,ID,IDN,Sumatera Barat,admin,855000,1360900986
Jalandhar,Jalandhar,31.3349,75.569,India,IN,IND,Punjab,,855000,1356494816
Zhenjiang,Zhenjiang,32.22,119.43,China,CN,CHN,Jiangsu,minor,854000,1156934125
Pingdingshan,Pingdingshan,33.7304,113.3,China,CN,CHN,Henan,,849000,1156735124
Zunyi,Zunyi,27.7,106.92,China,CN,CHN,Guizhou,,849000,1156539782
Anshun,Anshun,26.2504,105.93,China,CN,CHN,Guizhou,,849000,1156415948
Bhubaneshwar,Bhubaneshwar,20.2704,85.8274,India,IN,IND,Odisha,admin,844000,1356140143
Yuci,Yuci,37.6804,112.73,China,CN,CHN,Shanxi,,840000,1156177817
Yancheng,Yancheng,33.3856,120.1253,China,CN,CHN,Jiangsu,minor,839000,1156995410
Linfen,Linfen,36.0803,111.52,China,CN,CHN,Shanxi,,834000,1156416074
Kota,Kota,25.18,75.835,India,IN,IND,Rājasthān,,827000,1356820310
Jhānsi,Jhansi,25.453,78.5575,India,IN,IND,Uttar Pradesh,,826494,1356712664
